등록번호,학원명,지역,주소,학년상태,공시학년,과목별학년,이전공개학년,등록근거,보류문구,후기검토단서,기존순위대상,점검일
3000054381,잠실르엘심슨어학원,jamsil,서울특별시 송파구 올림픽로 329,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""english"": """"}",이전 등록부: 학년 없음,"[{""registrationId"": ""3000054381"", ""field"": ""le_crse_list_nm"", ""text"": ""보습,실용외국어(유아/초·중·고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000034773,잠실매쓰펀놀이교습소,jamsil,서울특별시 송파구 올림픽로35길 124,공시 근거 있음,"초등저학년, 초등고학년","{""etc"": ""초등저학년, 초등고학년""}","초등저학년, 초등고학년","[{""registrationId"": ""3000034773"", ""field"": ""le_crse_list_nm"", ""text"": ""초등플레이매쓰(주2회,회95분)"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000034773"", ""field"": ""course_names"", ""text"": ""초등플레이매쓰"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000034773"", ""field"": ""course_names"", ""text"": ""초등플레이팩토"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000018495,잠실심슨어학학원,jamsil,서울특별시 송파구 석촌호수로 61,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""english"": """"}",이전 등록부: 학년 없음,"[{""registrationId"": ""3000018495"", ""field"": ""le_crse_list_nm"", ""text"": ""실용외국어(유아/초·중·고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000018495"", ""field"": ""le_crse_nm"", ""text"": ""실용외국어(유아/초·중·고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000028022"", ""field"": ""le_crse_list_nm"", ""text"": ""실용외국어(유아/초·중·고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000028022"", ""field"": ""le_crse_nm"", ""text"": ""실용외국어(유아/초·중·고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000054340,잠실엘스한우리독서토론논술교습소,jamsil,서울특별시 송파구 올림픽로 119,공시 근거 있음,"초등저학년, 초등고학년, 중등","{""korean"": ""초등저학년, 초등고학년, 중등""}",이전 등록부: 학년 없음,"[{""registrationId"": ""3000054340"", ""field"": ""le_crse_list_nm"", ""text"": ""초등1~2논술(4.2주)(주1회, 회당120분)"", ""bands"": [""elem_low""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000054340"", ""field"": ""course_names"", ""text"": ""초등1~2논술"", ""bands"": [""elem_low""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000054340"", ""field"": ""course_names"", ""text"": ""초등3~6논술"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000054340"", ""field"": ""course_names"", ""text"": ""중등1~3논술"", ""bands"": [""middle""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000026177,잠실해법수학교습소,jamsil,서울특별시 송파구 올림픽로 145,공시 근거 있음,"초등저학년, 초등고학년","{""math"": ""초등저학년, 초등고학년""}","초등저학년, 초등고학년","[{""registrationId"": ""3000026177"", ""field"": ""le_crse_list_nm"", ""text"": ""초등수학(주3회 150분)"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
30580,정상우논술국어교습소,jamsil,서울특별시 송파구 석촌호수로 135,공시 근거 있음,"초등저학년, 초등고학년, 중등","{""korean"": ""초등저학년, 초등고학년, 중등""}","초등저학년, 초등고학년","[{""registrationId"": ""30580"", ""field"": ""le_crse_list_nm"", ""text"": ""초등논술(주2회120분)"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""30580"", ""field"": ""course_names"", ""text"": ""초등논술"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""30580"", ""field"": ""course_names"", ""text"": ""중등논술"", ""bands"": [""middle""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""30580"", ""field"": ""course_names"", ""text"": ""중등국어"", ""bands"": [""middle""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""30580"", ""field"": ""course_names"", ""text"": ""초등국어"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000053713,정안논술교습소,jamsil,서울특별시 송파구 올림픽로4길 48,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""korean"": ""초등저학년, 초등고학년, 중등, 고등""}",중등,"[{""registrationId"": ""3000053713"", ""field"": ""le_crse_list_nm"", ""text"": ""중등논술(4.2주)(주2회, 회당120분)"", ""bands"": [""middle""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053713"", ""field"": ""course_names"", ""text"": ""중등논술"", ""bands"": [""middle""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053713"", ""field"": ""course_names"", ""text"": ""고등논술"", ""bands"": [""high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053713"", ""field"": ""course_names"", ""text"": ""초등논술A"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053713"", ""field"": ""course_names"", ""text"": ""초등논술B"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053713"", ""field"": ""course_names"", ""text"": ""초등논술C"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053713"", ""field"": ""course_names"", ""text"": ""초등논술D"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053713"", ""field"": ""course_names"", ""text"": ""초등논술E"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053713"", ""field"": ""course_names"", ""text"": ""초등논술F"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
22208,제스(J.E.S)어학원,jamsil,서울특별시 송파구 위례성대로12길 13,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""english"": """"}",초등저학년,"[{""registrationId"": ""22208"", ""field"": ""le_crse_list_nm"", ""text"": ""실용외국어(유아/초·중·고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""22208"", ""field"": ""le_crse_nm"", ""text"": ""실용외국어(유아/초·중·고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000040191,제스아일랜드어학원,jamsil,서울특별시 송파구 위례성대로12길 18,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""english"": """"}",이전 등록부: 학년 없음,"[{""registrationId"": ""3000040191"", ""field"": ""le_crse_nm"", ""text"": ""실용외국어(유아/초·중·고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000037195,제이디(J.D)과학교습소,jamsil,서울특별시 송파구 석촌호수로 133,공시 근거 있음,"중등, 고등","{""science"": ""중등, 고등""}",중등,"[{""registrationId"": ""3000037195"", ""field"": ""le_crse_list_nm"", ""text"": ""중등과학5(4주)(주1회,회310분)"", ""bands"": [""middle""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000037195"", ""field"": ""course_names"", ""text"": ""중등과학5"", ""bands"": [""middle""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000037195"", ""field"": ""course_names"", ""text"": ""중등과학6"", ""bands"": [""middle""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000037195"", ""field"": ""course_names"", ""text"": ""고등과학1"", ""bands"": [""high""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000037195"", ""field"": ""course_names"", ""text"": ""고등과학2"", ""bands"": [""high""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000037195"", ""field"": ""course_names"", ""text"": ""고등과학3"", ""bands"": [""high""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000037195"", ""field"": ""course_names"", ""text"": ""고등과학4"", ""bands"": [""high""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000037195"", ""field"": ""course_names"", ""text"": ""고등과학5"", ""bands"": [""high""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000037195"", ""field"": ""course_names"", ""text"": ""고등과학6"", ""bands"": [""high""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000037195"", ""field"": ""course_names"", ""text"": ""중등과학1"", ""bands"": [""middle""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000037195"", ""field"": ""course_names"", ""text"": ""중등과학2"", ""bands"": [""middle""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000037195"", ""field"": ""course_names"", ""text"": ""중등과학3"", ""bands"": [""middle""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000037195"", ""field"": ""course_names"", ""text"": ""중등과학4"", ""bands"": [""middle""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
27158,조이영어교습소,jamsil,서울특별시 송파구 오금로31길 42,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""english"": ""초등저학년, 초등고학년, 중등, 고등""}","초등저학년, 초등고학년","[{""registrationId"": ""27158"", ""field"": ""le_crse_list_nm"", ""text"": ""초등영어(주3회180분)"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""27158"", ""field"": ""course_names"", ""text"": ""초등영어"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""27158"", ""field"": ""course_names"", ""text"": ""중등영어"", ""bands"": [""middle""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""27158"", ""field"": ""course_names"", ""text"": ""고등영어"", ""bands"": [""high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000036747,중등와이즈만씨앤아이송파학원,jamsil,서울특별시 송파구 오금로 165,공시 근거 있음,중등,"{""general"": ""중등""}",중등,"[{""registrationId"": ""3000036747"", ""field"": ""name"", ""text"": ""중등와이즈만씨앤아이송파학원"", ""bands"": [""middle""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
18546,청진컴퓨터교습소,jamsil,서울특별시 송파구 올림픽로12길 45,공시 근거 있음,"초등저학년, 초등고학년","{""math"": ""초등저학년, 초등고학년""}","초등저학년, 초등고학년","[{""registrationId"": ""18546"", ""field"": ""le_crse_list_nm"", ""text"": ""초등수학(주5회*회50분)"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000052810,최강수학교습소,jamsil,서울특별시 송파구 올림픽로 145,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""math"": ""초등저학년, 초등고학년, 중등, 고등""}","초등저학년, 초등고학년","[{""registrationId"": ""3000052810"", ""field"": ""le_crse_list_nm"", ""text"": ""초등수학1(4.2주)(주3회, 회당120분)"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000052810"", ""field"": ""course_names"", ""text"": ""초등수학1"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000052810"", ""field"": ""course_names"", ""text"": ""초등수학2"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000052810"", ""field"": ""course_names"", ""text"": ""초등수학3"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000052810"", ""field"": ""course_names"", ""text"": ""초등수학4"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000052810"", ""field"": ""course_names"", ""text"": ""중등수학1"", ""bands"": [""middle""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000052810"", ""field"": ""course_names"", ""text"": ""중등수학2"", ""bands"": [""middle""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000052810"", ""field"": ""course_names"", ""text"": ""중등수학3"", ""bands"": [""middle""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000052810"", ""field"": ""course_names"", ""text"": ""고등수학1"", ""bands"": [""high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],"{""high"": 2}",아니오,2026-09-19
30539,최상위수학교습소,jamsil,서울특별시 송파구 석촌호수로 135,공시 근거 있음,"초등저학년, 초등고학년","{""math"": ""초등저학년, 초등고학년""}","초등저학년, 초등고학년","[{""registrationId"": ""30539"", ""field"": ""le_crse_list_nm"", ""text"": ""초등수학1(주3회90분)"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000027471,크레오(CREO)학원,jamsil,서울특별시 송파구 마천로 21,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""english"": """"}",초등저학년,"[{""registrationId"": ""3000027471"", ""field"": ""le_crse_list_nm"", ""text"": ""실용외국어(유아/초·중·고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000027471"", ""field"": ""le_crse_nm"", ""text"": ""실용외국어(유아/초·중·고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000053805,클라세블룸영어교습소,jamsil,서울특별시 송파구 오금로31길 7,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""english"": """"}",이전 등록부: 학년 없음,"[{""registrationId"": ""3000053805"", ""field"": ""le_crse_list_nm"", ""text"": ""초등실용외국어A(4.2주)(주2회, 회100분)"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053805"", ""field"": ""le_crse_nm"", ""text"": ""실용외국어(유아/초·중·고)"", ""bands"": [""elem_low"", ""elem_high"", ""middle"", ""high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053805"", ""field"": ""course_names"", ""text"": ""초등실용외국어A"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053805"", ""field"": ""course_names"", ""text"": ""초등실용외국어B"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053805"", ""field"": ""course_names"", ""text"": ""초등실용외국어C"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053805"", ""field"": ""course_names"", ""text"": ""초등실용외국어D"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053805"", ""field"": ""course_names"", ""text"": ""초등실용외국어E"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053805"", ""field"": ""course_names"", ""text"": ""초등실용외국어F"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053805"", ""field"": ""course_names"", ""text"": ""초등실용외국어G"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053805"", ""field"": ""course_names"", ""text"": ""중등실용외국어A"", ""bands"": [""middle""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053805"", ""field"": ""course_names"", ""text"": ""중등실용외국어B"", ""bands"": [""middle""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053805"", ""field"": ""course_names"", ""text"": ""중등실용외국어C"", ""bands"": [""middle""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053805"", ""field"": ""course_names"", ""text"": ""중등실용외국어D"", ""bands"": [""middle""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000053805"", ""field"": ""course_names"", ""text"": ""중등실용외국어E"", ""bands"": [""middle""], ""subjects"": [""korean""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000022364,탄탄초등수학교습소,jamsil,서울특별시 송파구 올림픽로35길 112,공시 근거 있음,"초등저학년, 초등고학년","{""math"": ""초등저학년, 초등고학년""}","초등저학년, 초등고학년","[{""registrationId"": ""3000022364"", ""field"": ""name"", ""text"": ""탄탄초등수학교습소"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000022364"", ""field"": ""course_names"", ""text"": ""초등수학"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""math""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000010814,탑플러스영어교습소,jamsil,서울특별시 송파구 올림픽로35길 112,공시 근거 있음,"초등저학년, 초등고학년, 중등, 고등","{""english"": ""초등저학년, 초등고학년, 중등, 고등""}","초등저학년, 초등고학년","[{""registrationId"": ""3000010814"", ""field"": ""le_crse_list_nm"", ""text"": ""초등영어(4.2주)(주2회, 회당170분)"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000010814"", ""field"": ""course_names"", ""text"": ""초등영어"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000010814"", ""field"": ""course_names"", ""text"": ""중등영어"", ""bands"": [""middle""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000010814"", ""field"": ""course_names"", ""text"": ""고등영어"", ""bands"": [""high""], ""subjects"": [""english""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000025535,파천황국어교습소,jamsil,서울특별시 송파구 오금로31길 39,공시 근거 있음,"초등저학년, 초등고학년","{""korean"": ""초등저학년, 초등고학년""}","초등저학년, 초등고학년","[{""registrationId"": ""3000025535"", ""field"": ""le_crse_list_nm"", ""text"": ""초등부(주3회,회130분)"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000043423,포니아트미술교습소,jamsil,서울특별시 송파구 올림픽로 145,공시 근거 있음,"초등저학년, 초등고학년, 중등","{""arts"": ""초등저학년, 초등고학년, 중등""}",이전 등록부: 학년 없음,"[{""registrationId"": ""3000043423"", ""field"": ""course_names"", ""text"": ""초등중등 일반미술"", ""bands"": [""elem_low"", ""elem_high"", ""middle""], ""subjects"": [""arts""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000043423"", ""field"": ""course_names"", ""text"": ""초등심화미술"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""arts""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000035134,프리츠고급수학교습소,jamsil,서울특별시 송파구 올림픽로 145,공시 근거 있음,"초등저학년, 초등고학년","{""math"": ""초등저학년, 초등고학년""}","초등저학년, 초등고학년","[{""registrationId"": ""3000035134"", ""field"": ""le_crse_list_nm"", ""text"": ""초등응용(주1회,회270분)"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000037981,플러스수학교습소,jamsil,서울특별시 송파구 올림픽로35길 124,공시 근거 있음,"초등저학년, 초등고학년","{""math"": ""초등저학년, 초등고학년""}","초등저학년, 초등고학년","[{""registrationId"": ""3000037981"", ""field"": ""le_crse_list_nm"", ""text"": ""초등(주3회,회120분)4주기준"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000037981"", ""field"": ""course_names"", ""text"": ""초등 4주기준"", ""bands"": [""elem_high""], ""subjects"": [], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
3000038913,하연잠동실험과학교습소,jamsil,서울특별시 송파구 올림픽로35길 124,공시 근거 있음,"초등저학년, 초등고학년, 중등","{""science"": ""초등저학년, 초등고학년, 중등""}","초등저학년, 초등고학년","[{""registrationId"": ""3000038913"", ""field"": ""le_crse_list_nm"", ""text"": ""초등과학A(4.2주)(주1회,회60분)"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000038913"", ""field"": ""course_names"", ""text"": ""초등과학A"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000038913"", ""field"": ""course_names"", ""text"": ""초등과학B"", ""bands"": [""elem_low"", ""elem_high""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000038913"", ""field"": ""course_names"", ""text"": ""중등과학B"", ""bands"": [""middle""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000038913"", ""field"": ""course_names"", ""text"": ""중등과학A"", ""bands"": [""middle""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}, {""registrationId"": ""3000038913"", ""field"": ""course_names"", ""text"": ""중등과학C"", ""bands"": [""middle""], ""subjects"": [""science""], ""url"": ""https://open.neis.go.kr/hub/acaInsTiInfo""}]",[],{},아니오,2026-09-19
