등록번호,학원명,지역,주소,학년상태,공시학년,과목별학년,이전공개학년,등록근거,보류문구,후기검토단서,기존순위대상,점검일
3000011256,대치퍼스트학원,daechi,서울특별시 강남구 역삼로 456-2,미확인,,"{""general"": """"}",,[],[],{},아니오,2026-09-19
3000042153,대치플투스학원,daechi,서울특별시 강남구 삼성로71길 19,미확인,,"{""general"": """"}",,[],[],"{""high"": 4}",아니오,2026-09-19
5687,대치피아노교습소,daechi,서울특별시 강남구 남부순환로 2917,미확인,,"{""arts"": """"}",,[],[],{},아니오,2026-09-19
3000033052,대치피엘은마관학원,daechi,서울특별시 강남구 삼성로 212,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000038647,대치피엘학원,daechi,서울특별시 강남구 역삼로 468,미확인,,"{""general"": """"}",,[],[],"{""high"": 1, ""middle"": 1}",아니오,2026-09-19
3000053637,대치핀영어교습소,daechi,서울특별시 강남구 삼성로 212,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000040160,대치학원,daechi,서울특별시 강남구 삼성로 347,미확인,,"{""general"": """"}",,[],[],{},아니오,2026-09-19
3000025396,대치한뜻음악학원,daechi,서울특별시 강남구 남부순환로 2917,미확인,,"{""arts"": """"}",,[],[],"{""middle"": 1}",아니오,2026-09-19
3000036059,대치한우리독서토론논술교습소,daechi,서울특별시 강남구 선릉로72길 10,미확인,,"{""korean"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
15608,대치해냄학원,daechi,서울특별시 강남구 삼성로71길 12,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
5446,대치해솔학원,daechi,서울특별시 강남구 삼성로 327,미확인,,"{""general"": """", ""korean"": """"}",,[],[],"{""high"": 1, ""middle"": 1}",아니오,2026-09-19
3000042696,대치현수학교습소,daechi,서울특별시 강남구 남부순환로 2927,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000038740,대치혜성학원,daechi,서울특별시 강남구 삼성로67길 18,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000033070,대치훈련도감국어학원,daechi,서울특별시 강남구 선릉로64길 11-2,미확인,,"{""korean"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000048984,대한논리정독속독논술교습소,daechi,서울특별시 강남구 선릉로63길 13,미확인,,"{""korean"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
21834,대현학원,daechi,서울특별시 강남구 삼성로 301,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000030732,대훈학원,daechi,서울특별시 강남구 삼성로61길 18,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000048733,댄스바이미아카데미(DANCEBYMEACADEMY)학원,daechi,서울특별시 강남구 도곡로27길 5,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000054937,댄스바이유아카데미학원,daechi,서울특별시 강남구 도곡로27길 5,미확인,,"{""arts"": """"}",초등저학년,[],[],{},아니오,2026-09-19
3000035531,댄스조아학원,daechi,서울특별시 강남구 역삼로3길 17-6,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000054090,댓츠원컨설팅랩학원,daechi,서울특별시 강남구 역삼로 441,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000026432,더(THE)틴트미술학원,daechi,서울특별시 강남구 선릉로82길 13,미확인,,"{""arts"": """"}",,[],[],"{""high"": 1}",아니오,2026-09-19
3000023292,더(The)강한학원,daechi,서울특별시 강남구 삼성로 323,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000029899,더끌림미술학원,daechi,서울특별시 강남구 선릉로 414,미확인,,"{""arts"": """"}",,[],[],"{""high"": 1, ""middle"": 1}",아니오,2026-09-19
3000040154,더끌림아트미술학원,daechi,서울특별시 강남구 선릉로82길 15,미확인,,"{""arts"": """"}",,[],[],{},아니오,2026-09-19
3000048774,더다움과학교습소,daechi,서울특별시 강남구 역삼로64길 11,미확인,,"{""science"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
25125,더몰입영어교습소,daechi,서울특별시 강남구 도곡로78길 22,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
16980,더뮤즈음악원음악교습소,daechi,서울특별시 강남구 역삼로52길 14,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000040273,더바이올리니스트음악학원,daechi,서울특별시 강남구 선릉로 334,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000028034,더베스트수학교습소,daechi,서울특별시 강남구 삼성로64길 5,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000052974,더소피논술교습소,daechi,서울특별시 강남구 도곡로 504,미확인,,"{""korean"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000012645,더쌤(Sam)학원,daechi,서울특별시 강남구 역삼로64길 9,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000042253,더쎈수학학원,daechi,서울특별시 강남구 남부순환로 2941,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000052393,더에스학원,daechi,서울특별시 강남구 도곡로63길 26,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000042184,더웨이영어학원,daechi,서울특별시 강남구 선릉로62길 37,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000012120,더이란희수학학원,daechi,서울특별시 강남구 역삼로 536,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000053421,더이룸진학상담지도교습소,daechi,서울특별시 강남구 삼성로63길 8,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000041733,더자람종합학원,daechi,서울특별시 강남구 선릉로 38,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000034129,더코어리딩속독교습소,daechi,서울특별시 강남구 도곡로 405,미확인,,"{""etc"": """"}",,[],[],{},아니오,2026-09-19
3000037881,더키움엔터테인먼트학원,daechi,서울특별시 강남구 언주로87길 43,미확인,,"{""etc"": """"}",,[],[],{},아니오,2026-09-19
3000042458,더탑학원,daechi,서울특별시 강남구 개포로 508,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000014846,더프라임수학학원,daechi,서울특별시 강남구 도곡로 521,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000024176,더프린키피아영재학원,daechi,서울특별시 강남구 삼성로71길 29,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000029176,더피아노스튜디오피아노교습소,daechi,서울특별시 강남구 선릉로 225,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000036234,데오럭스입시컨설팅학원,daechi,서울특별시 강남구 삼성로71길 14,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000054879,데일리뮤직실용음악학원,daechi,서울특별시 강남구 논현로67길 50,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000014288,데프댄스(DEF DANCE)학원,daechi,서울특별시 강남구 역삼로65길 25,미확인,,"{""arts"": """"}",,[],[],{},아니오,2026-09-19
30293,데프실용음악학원,daechi,서울특별시 강남구 역삼로65길 25,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000042822,델탑수학대치,daechi,서울특별시 강남구 역삼로 452,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000039564,델포이영어교습소,daechi,서울특별시 강남구 도곡로78길 22,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
17184,도곡렉슬예랑미술학원,daechi,서울특별시 강남구 선릉로 225,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000019341,도곡스토리피아노교습소,daechi,서울특별시 강남구 역삼로64길 25,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
18350,도곡시매쓰보습학원,daechi,서울특별시 강남구 도곡로13길 5,미확인,,"{""math"": """"}","초등저학년, 초등고학년",[],[],"{""middle"": 1, ""high"": 2}",아니오,2026-09-19
2000004029,도곡퍼스트바이올린교습소,daechi,서울특별시 강남구 논현로51길 13,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000034537,도곡프렌즈미술교습소,daechi,서울특별시 강남구 역삼로64길 25,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000054880,도모액팅스튜디오연기교습소,daechi,서울특별시 강남구 역삼로 246,미확인,,"{""etc"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000051769,도성최상위수학교습소,daechi,서울특별시 강남구 역삼로 306,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000050708,도어즈연극연출아카데미학원,daechi,서울특별시 강남구 논현로28길 48,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
1000035645,도화선한국화미술학원,daechi,서울특별시 강남구 선릉로86길 6-3,미확인,,"{""arts"": """"}",,[],[],{},아니오,2026-09-19
3000050928,독서하는힘논술교습소,daechi,서울특별시 강남구 개포로 623,미확인,,"{""korean"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
10472,독수리수학전문학원,daechi,서울특별시 강남구 삼성로 225,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000022572,독일기타교습소,daechi,서울특별시 강남구 선릉로 328,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000046468,독한선선국어교습소,daechi,서울특별시 강남구 선릉로62길 27-3,미확인,,"{""korean"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000051355,돋을볕국어학원,daechi,서울특별시 강남구 삼성로71길 20,미확인,,"{""korean"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000051199,돌고래수학교습소,daechi,서울특별시 강남구 선릉로 8,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000046602,돌파수학,daechi,서울특별시 강남구 역삼로 416,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000060119,돌파수학제로관학원,daechi,서울특별시 강남구 역삼로 413,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000038222,두각,daechi,서울특별시 강남구 도곡로 435,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000039171,두각S관학원,daechi,서울특별시 강남구 도곡로 429,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
17933,두각누리관학원,daechi,서울특별시 강남구 삼성로63길 25,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
25387,두각대성세림관학원,daechi,서울특별시 강남구 도곡로 422,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000050162,두각대성원격학원,daechi,서울특별시 강남구 테헤란로4길 38-4,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000030780,두각비전관학원,daechi,서울특별시 강남구 도곡로 438,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000038223,두각스톤관학원,daechi,서울특별시 강남구 도곡로77길 3,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
942,두각오름관,daechi,서울특별시 강남구 도곡로77길 26,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000038266,두각우전관학원,daechi,서울특별시 강남구 도곡로 446,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000048948,두각이룸관학원,daechi,서울특별시 강남구 도곡로 442,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000016095,두각입시센터학원,daechi,서울특별시 강남구 도곡로77길 5,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000036263,두각진학학원,daechi,서울특별시 강남구 도곡로 438,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000040679,두각케이(K)관학원,daechi,서울특별시 강남구 도곡로 422,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000056112,두각티(T)관학원,daechi,서울특별시 강남구 도곡로 505,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000026959,두각하늘관학원,daechi,서울특별시 강남구 삼성로 301,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000039807,두사이언스화학교습소,daechi,서울특별시 강남구 삼성로 212,미확인,,"{""science"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
1000034954,드림노블스학원,daechi,서울특별시 강남구 선릉로 328,미확인,,"{""general"": """", ""english"": """"}",,[],[],{},아니오,2026-09-19
3000035973,드림에듀케이션학원,daechi,서울특별시 강남구 선릉로 328,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
28250,드림에듀학원,daechi,서울특별시 강남구 개포로 221,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
16565,드림하이본원학원,daechi,서울특별시 강남구 삼성로58길 7,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000035793,디디댄스스튜디오(DD DANCE STUDIO)학원,daechi,서울특별시 강남구 언주로30길 10,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000023844,디딤국어교습소,daechi,서울특별시 강남구 언주로 122,미확인,,"{""korean"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
15921,디비니티에듀보습학원,daechi,서울특별시 강남구 언주로 118,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000048750,디앤에이댄스스튜디오학원,daechi,서울특별시 강남구 봉은사로30길 70,미확인,,"{""etc"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000039489,디앤에이입시랩학원,daechi,서울특별시 강남구 도곡로83길 5,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000019032,디오름수학교습소,daechi,서울특별시 강남구 삼성로63길 10,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
29368,디오영어학원,daechi,서울특별시 강남구 삼성로 212,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000054004,디이에이(DEA)영어교습소,daechi,서울특별시 강남구 삼성로 212,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000053403,디임팩트학원,daechi,서울특별시 강남구 삼성로81길 35,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000035210,디자인가우디미술학원,daechi,서울특별시 강남구 남부순환로 2728,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000027322,디자인고흐신관미술학원,daechi,서울특별시 강남구 선릉로82길 9,미확인,,"{""arts"": """"}",,[],[],{},아니오,2026-09-19
3000038439,디자인더끌림미술학원,daechi,서울특별시 강남구 선릉로 414,미확인,,"{""arts"": """"}",,[],[],{},아니오,2026-09-19
3000052107,디자인메이지미술학원,daechi,서울특별시 강남구 테헤란로64길 20,미확인,,"{""arts"": """"}",,[],[],{},아니오,2026-09-19
27953,디케이(DK),daechi,서울특별시 강남구 삼성로63길 7-5,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000060112,디테일매쓰수학교습소,daechi,서울특별시 강남구 선릉로72길 10-12,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000034787,디파인수학전문학원,daechi,서울특별시 강남구 남부순환로 2909,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000054028,디피매스수학학원,daechi,서울특별시 강남구 역삼로 414,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000056219,딥마인드스터디랩진학지도교습소,daechi,서울특별시 강남구 선릉로64길 11-10,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000043753,따뜻한수학학원,daechi,서울특별시 강남구 개포로 512,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000025217,뜨는별엔터테이먼트학원,daechi,서울특별시 강남구 논현로72길 21,미확인,,"{""etc"": """"}",,[],[],{},아니오,2026-09-19
3000032058,띵크앤리드대치영어학원,daechi,서울특별시 강남구 선릉로 317,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000051546,띵크앤리드더대치영어학원,daechi,서울특별시 강남구 남부순환로 2909,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000027995,띵크앤리드도곡영어학원,daechi,서울특별시 강남구 남부순환로365길 39,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000036558,라다수학학원,daechi,서울특별시 강남구 선릉로64길 15-3,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000054854,라라뮤직아카데미학원,daechi,서울특별시 강남구 선릉로 225,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
29257,라미학원,daechi,서울특별시 강남구 논현로10길 16,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000048679,라벨(LaBelle)플룻교습소,daechi,서울특별시 강남구 선릉로 225,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000056239,라온교육학원,daechi,서울특별시 강남구 선릉로 309,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000053596,라온발레학원,daechi,서울특별시 강남구 개포로82길 13-9,미확인,,"{""arts"": """"}",,[],[],{},아니오,2026-09-19
3000060094,라이벌매쓰수학전문알엠(RM)관,daechi,서울특별시 강남구 역삼로 454,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000053133,라인업뮤직아카데미학원,daechi,서울특별시 강남구 테헤란로1길 28-8,미확인,,"{""arts"": """"}",,[],[],{},아니오,2026-09-19
3000060126,라티안입시전문원격학원,daechi,서울특별시 강남구 테헤란로64길 13,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000054459,라티오아카데미(RATIO ACADEMY)수학교습소,daechi,서울특별시 강남구 삼성로69길 12,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000041162,라포에듀학원,daechi,서울특별시 강남구 역삼로 443,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000015289,라하잉글리시강남개포직영학원,daechi,서울특별시 강남구 개포로 615,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000052577,래(來)미술학원,daechi,서울특별시 강남구 삼성로81길 28-2,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000051188,램성악음악교습소,daechi,서울특별시 강남구 역삼로 306,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
928,랭귀지큐브역삼어학학원,daechi,서울특별시 강남구 역삼로17길 64,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000027078,러닝스푼즈학원,daechi,서울특별시 강남구 강남대로94길 15,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000056158,러셀대치별관학원,daechi,서울특별시 강남구 삼성로 155,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000053294,러셀원격학원,daechi,서울특별시 강남구 삼성로 155,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000052674,런그릿수학교습소,daechi,서울특별시 강남구 선릉로68길 17,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000029611,런스팀로봇코딩학원,daechi,서울특별시 강남구 삼성로 155,미확인,,"{""etc"": """"}",,[],[],{},아니오,2026-09-19
3000051555,레나과학학원,daechi,서울특별시 강남구 삼성로75길 13,미확인,,"{""science"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
31138,레드매쓰수학학원,daechi,서울특별시 강남구 도곡로 531,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
5960,레벨업아카데미학원,daechi,서울특별시 강남구 도곡로 192,미확인,,"{""general"": """"}",,[],[],"{""high"": 1}",아니오,2026-09-19
3000039407,렉스피아노스튜디오(Rex Piano Studio)피아노교습소,daechi,서울특별시 강남구 선릉로 225,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000036800,렉슬플라이학원,daechi,서울특별시 강남구 선릉로 225,미확인,,"{""arts"": """"}",,[],[],"{""elem_low"": 2, ""middle"": 1, ""elem_high"": 1}",아니오,2026-09-19
3000035223,로고스제4관학원,daechi,서울특별시 강남구 삼성로58길 39,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000037465,로두스3관보습학원,daechi,서울특별시 강남구 도곡로 457,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000042747,로발레스튜디오학원,daechi,서울특별시 강남구 역삼로92길 7,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000037103,로봇앤코딩아카데미학원,daechi,서울특별시 강남구 역삼로64길 20,미확인,,"{""etc"": """"}",,[],[],{},아니오,2026-09-19
3000056200,로지카대치본원학원,daechi,서울특별시 강남구 역삼로 448,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000048146,로직플럭스(Logicflux)수학교습소,daechi,서울특별시 강남구 역삼로 421,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000053605,루메스아트유학미술학원,daechi,서울특별시 강남구 논현로75길 7,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
14562,루체음악교습소,daechi,서울특별시 강남구 남부순환로363길 15,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000051861,루트메이커스영어교습소,daechi,서울특별시 강남구 개포로22길 26,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000050574,룩스메아(Lux Mea)학원,daechi,서울특별시 강남구 선릉로72길 10-12,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
7236,류지혜국어논술학원,daechi,서울특별시 강남구 도곡로 423,미확인,,"{""korean"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000053213,리그프렙영어교습소,daechi,서울특별시 강남구 도곡로78길 22,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000033963,리네아아카데미학원,daechi,서울특별시 강남구 논현로26길 42-12,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000042548,리드101개포구룡학원,daechi,서울특별시 강남구 선릉로 38,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000058110,리드101개포영어학원,daechi,서울특별시 강남구 선릉로16길 4-10,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000015290,리드101대치영어학원,daechi,서울특별시 강남구 도곡로 531,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000037922,리드101도곡영어학원,daechi,서울특별시 강남구 선릉로 225,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000053640,리드101영어꼼꼼수학학원,daechi,서울특별시 강남구 삼성로 14,미확인,,"{""math"": """", ""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000050841,리드인대치미도독서논술교습소,daechi,서울특별시 강남구 삼성로 150,미확인,,"{""korean"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000046437,리드인대치센터독서논술국어학원,daechi,서울특별시 강남구 남부순환로 2941,미확인,,"{""korean"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000043985,리드인도곡언주독서논술교습소,daechi,서울특별시 강남구 남부순환로363길 16,미확인,,"{""korean"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
18555,리드인역삼독서논술교습소,daechi,서울특별시 강남구 역삼로52길 14,미확인,,"{""korean"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000050760,리드홀릭영어교습소,daechi,서울특별시 강남구 삼성로75길 13,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000053404,리디파인매쓰(ReDefine Math)수학전문학원,daechi,서울특별시 강남구 역삼로70길 28,미확인,,"{""math"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000039889,리딩가든영어학원,daechi,서울특별시 강남구 역삼로52길 14,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000054305,리딩오션독서논술강남직영학원,daechi,서울특별시 강남구 선릉로 309,미확인,,"{""korean"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000048123,리딩코치영어학원,daechi,서울특별시 강남구 남부순환로365길 36,미확인,,"{""english"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000054767,리버플로우즈유학미술학원,daechi,서울특별시 강남구 도곡로 123,미확인,,"{""arts"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000038465,리브원오원(live101)원격학원,daechi,서울특별시 강남구 영동대로85길 20-9,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000052871,리사킴(Lisa.Keem)진학상담지도교습소,daechi,서울특별시 강남구 삼성로70길 8,미확인,,"{""general"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
3000024136,리상논술학원,daechi,서울특별시 강남구 역삼로 531,미확인,,"{""korean"": """"}",이전 등록부: 학년 없음,[],[],{},아니오,2026-09-19
